Sample,Pressure (kPa),EXP_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),D–A maximum adsorption (mL/g),DA_E Characteristic adsorption energy (kJ/mol),DA_n Heterogeneity parameter,R2_D–A goodness of fit,DA_P0_2×Pmax​ (kPa)
,5755.743652,10.77720207,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,6754.534462,11.46804836,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,7736.396614,12.02072539,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,8785.973398,12.5388601,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,9733.978235,12.95336788,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,10800.48368,13.36787565,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,11748.48851,13.74784111,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,12781.13664,13.98963731,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
BH D/16,348.1380607,1.247093208,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,845.0640291,2.527514972,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,1739.157269,4.380335754,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,2682.837188,6.23303708,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,3708.65985,7.478457887,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,4717.619139,8.319197566,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,5693.632136,9.294923866,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,6735.56559,10.03440367,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,7694.743087,10.63917559,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,8703.31215,11.00774083,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,9728.465851,11.44371974,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,10670.97509,11.87989774,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,11646.51424,12.28226937,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
,12704.64211,12.6169884,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,14.06581522,6.290996389,1.699340223,0.999358858,25409.28422
BH D/17,369.9846037,2.002541431,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,832.1273215,4.108482357,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,1739.7893,6.662374136,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,2708.138828,8.283473693,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,3737.971287,10.0080485,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,4721.433049,11.31822994,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,5750.708741,12.31741751,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,6718.528015,13.24767209,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,7701.6186,14.07426205,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,8914.733292,14.58940363,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,9928.393009,15.2432066,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,10757.5244,15.48295707,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,11709.46257,15.72240455,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
,12722.77762,15.92715828,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,17.85978235,6.75879712,1.694800313,0.999004145,25445.55524
BH E/4,331.7535545,0.710659898,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,1691.943128,2.944162437,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,2687.203791,4.027072758,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,3665.876777,5.076142132,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,4694.312796,6.057529611,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,5672.985782,6.903553299,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,6718.009479,7.377326565,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,7680.094787,7.715736041,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,8691.943128,8.087986464,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,9720.379147,8.460236887,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,10682.46445,8.934010152,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,11710.90047,9.204737733,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
,12722.74882,9.509306261,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,10.78417613,5.849194329,1.68143286,0.998348445,25445.49764
BH E/7,321.8099284,0.655172414,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,829.4644344,1.137931034,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,1692.803598,2.344827586,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,2708.229219,3.448275862,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,3672.667833,4.24137931,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,4670.922872,5.034482759,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,5652.182242,5.724137931,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,6683.991338,6.206896552,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,7698.833916,6.620689655,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,8713.559887,6.896551724,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,9694.556888,7.275862069,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,10709.28286,7.551724138,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,11723.89222,7.689655172,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
,12704.62685,7.75862069,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,8.818459867,5.892011668,1.815514666,0.998311113,25409.2537
BH E/9,372.2721972,0.344827586,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,863.2225554,1.068965517,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,1726.211894,1.862068966,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,2707.617025,2.724137931,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,3705.784608,3.413793103,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,4687.102282,4.172413793,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,5668.215892,4.689655172,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,6716.845744,5.068965517,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,7697.667833,5.24137931,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,8695.398134,5.413793103,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,9693.157588,5.620689655,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,10724.70431,5.793103448,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,11705.64301,6.103448276,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
,12720.31068,6.310344828,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,6.793586376,6.031648846,1.944452523,0.997226677,25440.62136
BH E/12,355.5018138,1.519861831,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,863.3615478,3.281519862,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,1760.580411,5.526770294,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,2742.442563,7.150259067,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,3741.233374,8.531951641,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,4740.024184,9.637305699,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,5755.743652,10.77720207,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,6754.534462,11.67530225,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,7770.25393,12.57340242,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,8769.04474,12.71157168,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,9750.906892,13.22970639,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,11731.55985,13.60967185,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
,12781.13664,14.05872193,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,15.59985308,6.579326961,1.765300888,0.99798552,25562.27328
BH E/14,398.5051924,2.19132263,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,829.5943234,3.809171126,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,1707.688265,6.302839896,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,2717.567374,8.256562181,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,3743.668769,9.839250446,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,4752.934665,11.05098433,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,5695.945623,12.09424376,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,6770.936863,12.83364392,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,7746.476013,13.23601555,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,8722.07091,13.70584066,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,9730.639972,14.0744059,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,10788.68422,14.3079447,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,11747.52724,14.50799567,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
,12756.17992,14.97774114,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,16.00055074,7.139757119,1.900981405,0.998983258,25512.35984
BH E/15,369.4543499,1.311696452,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,893.1595363,3.624739371,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,1616.372723,5.868205413,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,2707.714625,7.73079771,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,3691.388489,9.317317143,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,4720.531617,10.14379347,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,5703.595689,10.93584118,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,6701.931071,11.62422427,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,7715.51125,12.17440048,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,8744.283201,12.51728533,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,9727.188197,13.10207954,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,10709.74853,13.23782452,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,11707.92483,13.71895411,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
,12721.2664,13.95825009,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,14.69736861,7.097307414,1.975243507,0.998710333,25442.5328
BH E/16,563.0434783,1.981493868,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,1689.130435,5.363359346,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,2678.26087,7.001969528,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,3667.391304,8.64057971,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,4686.956522,9.903047194,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,5691.304348,10.99461167,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,6665.217391,11.88112226,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,8689.130435,13.20951319,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,9708.695652,13.44633965,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,10697.82609,13.92255667,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,11702.17391,14.05685619,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
,12736.95652,14.12270531,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,15.61509221,6.509499573,1.912343899,0.998245747,25473.91304
BH F/07,447.8672986,0.947546531,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,845.971564,1.759729272,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,1758.293839,3.181049069,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,2770.14218,4.771573604,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,3848.341232,5.854483926,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,4793.838863,6.768189509,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,5855.450237,7.377326565,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,6850.7109,7.783417936,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,7962.085308,8.392554992,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,9023.696682,8.934010152,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,10068.72038,9.272419628,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,11097.1564,9.644670051,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,12109.00474,9.983079526,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
,13021.32701,10.321489,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,11.47342061,6.009393496,1.72214467,0.998926378,26042.65402
BH F/10,376.5281174,1.364576744,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,821.5158924,2.484569221,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,1745.721271,4.549814489,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,2687.041565,6.265452152,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,3713.93643,7.841443398,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,4723.716381,8.997811479,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,5699.266504,9.909338827,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,6709.046455,10.75102159,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,7684.596577,11.34786363,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,8728.606357,11.56026125,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,9738.386308,11.8774685,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,10696.82152,12.36937268,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,11723.71638,12.7215877,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
,12750.61125,13.21366287,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,14.33154414,6.389244866,1.841307999,0.998357038,25501.2225
BH F/11,387.9339067,2.195540309,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
